project_id;project_name;app_id;app_name;first_seen_at;last_seen_at;last_seen_app_version;last_seen_ip_country;last_seen_platform;last_seen_platform_version;last_seen_sdk_version;last_seen_locale;price_experiment_id;price_experiment_variant;email;phone_number;media_source;campaign;ad_group;ad;keyword;creative;idfa;idfv;gps_ad_id;custom_attributes;has_made_sandbox_purchase;latest_entitlement;latest_entitlements;latest_product;is_rc_promo;first_purchase_at;trial_start_at;trial_end_at;most_recent_purchase_at;most_recent_renewal_at;latest_expiration_at;subscription_opt_out_at;trial_opt_out_at;total_renewals;total_spent;latest_store;latest_store_country;latest_auto_renew_intent;all_purchased_product_ids;most_recent_billing_issues_at;status;has_made_a_non_subscription_purchase;latest_offer;latest_offer_type;latest_purchased_offering;latest_ownership_type;app_user_id;currency
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1734806110818;1735151710818;1.17.6;CH;android;Version 22.0;5.39.0;en-US;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1734978910818;;;1734978910818;;1766514910818;;;0;59;play_store;CH;f;product_yearly;1,73489E+12;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:dd13322ed1d7e2577ff7b9bd9f05e34c;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1743186910818;1751564110818;1.17.3;IE;iOS;Version 22.0;5.36.0;en-GB;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1743788110818;1743186910818;1743788110818;1751564110818;1751564110818;1751564110818;;;3;36;app_store;IE;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:82b4206c53340381b20f2c6d92b18d9f;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1759426510818;1759512910818;1.17.6;ZA;iOS;Version 20.1;5.39.0;en-US;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1759512910818;;;1759512910818;;1791048910818;;;0;59;app_store;ZA;f;product_yearly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:15b866a277562fa8432edd85cbb85642;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1739126110818;1742582110818;1.17.6;IT;android;Version 17.4.1;5.36.0;en-US;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1739730910818;1739126110818;1739730910818;1742322910818;1742322910818;1742322910818;;;1;18;play_store;MA;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:baf7356a2f20bb6710835d000c9ad1aa;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1758908110818;1759167310818;1.17.7;IN;android;Version 20.1;5.41.0;en-GB;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1758908110818;1759512910818;;;1759512910818;;;0;0;play_store;IN;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:5d819e176b288370e9de9ab589d11fc8;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1750700110818;1751391310818;1.17.3;NO;iOS;Version 17.4.1;5.39.0;en-GB;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1751304910818;1750700110818;1751304910818;1751304910818;;1782840910818;;;0;59;app_store;NO;f;product_yearly;;active;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:4c833b8643d743af6e9237b28eb296bc;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1743615310818;1751736910818;1.17.7;KE;iOS;Version 22.0;5.41.0;fr-CA;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1743874510818;;;1751650510818;1751650510818;1751650510818;;;3;36;app_store;CM;f;product_monthly;1,75148E+12;cancelled;f;no_offer;;default;PURCHASED;$RCAnonymousID:7c9299f414d14a7d3571d3aefcc738f4;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1736620510818;1737138910818;1.17.3;MU;android;Version 22.0;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1737138910818;;;1737138910818;;1768674910818;;;0;59;play_store;MU;f;product_yearly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:8fd7990d3b735b2723f8104f30a72ca6;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1764527710818;1765132510818;1.17.7;IT;android;Version 17.4.1;5.36.0;fr-CA;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1765132510818;1764527710818;1765132510818;1765132510818;;1796668510818;;;0;59;play_store;IT;f;product_yearly;;active;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:0449b4972ba7b28ec8d9303cda1558de;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1754328910818;1762194910818;1.17.7;IN;android;Version 20.1;5.39.0;en-GB;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1754415310818;;;1762194910818;1762194910818;1762194910818;;;3;36;play_store;IN;f;product_monthly;;cancelled;f;no_offer;;default;PURCHASED;$RCAnonymousID:fa5608f736cec4242baeeef1efdba972;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1759426510818;1759426510818;1.17.6;ZA;iOS;Version 17.4.1;5.39.0;fr-CA;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1759426510818;1760031310818;;;1760031310818;;;0;0;app_store;TH;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:d7cc30d9cd83c3a8b239ea7827d065a9;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1762281310818;1762713310818;1.17.6;CI;android;Version 17.4.1;5.36.0;en-US;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1762281310818;1762886110818;;;1762886110818;;;0;0;play_store;CI;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:83046bd79d4dacd68c779021ccb15588;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1754328910818;1754415310818;1.17.7;US;iOS;Version 17.4.1;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1754328910818;1754933710818;;;1754933710818;;;0;0;app_store;US;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:4f2b094f1d3f260a88ee867636227918;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1755624910818;1764268510818;1.17.6;KR;iOS;Version 20.1;5.39.0;fr-CA;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1756229710818;1755624910818;1756229710818;1764009310818;1764009310818;1766601310818;;;3;36;app_store;KR;f;product_monthly;;active;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:a6b2e9bd756184ccc60a5f7c95ee0267;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1751391310818;1751564110818;1.17.6;AE;android;Version 22.0;5.39.0;en-US;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;;1751391310818;1751996110818;;;1751996110818;;;0;0;play_store;AE;f;product_yearly;;expired;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:2c500a23db2bb5ae8702f257d10e7e80;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1753205710818;1753637710818;1.17.3;IN;iOS;Version 17.4.1;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1753551310818;;;1753551310818;;1785087310818;;;0;59;app_store;NG;f;product_yearly;1,75346E+12;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:ea970d53ef71ad65c540e84c64482bc9;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1756748110818;1756920910818;1.17.6;ZM;android;Version 20.1;5.39.0;de-DE;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1756748110818;1757352910818;;;1757352910818;;;0;0;play_store;ZM;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:b44c5e2ae9c38af3a900376a1d500942;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1755797710818;1756229710818;1.17.3;US;iOS;Version 22.0;5.41.0;en-GB;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1755970510818;;;1755970510818;;1787506510818;;;0;59;app_store;US;f;product_yearly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:1a09b87240f71685fcde5fc6be083cde;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1751391310818;1751909710818;1.17.7;CI;android;Version 20.1;5.39.0;de-DE;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;;1751391310818;1751996110818;;;1751996110818;;;0;0;play_store;FR;f;product_yearly;;expired;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:d642e0cbe2b698750c5cbb858652291c;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1763145310818;1766082910818;1.17.6;IE;iOS;Version 17.4.1;5.36.0;fr-CA;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1763490910818;;;1766082910818;1766082910818;1768674910818;;;1;18;app_store;IE;f;product_monthly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:e8ddeb75a2678bccbb0139c76aa0777f;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1743442510818;1744047310818;1.17.3;PH;iOS;Version 17.4.1;5.41.0;en-GB;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1743788110818;;;1743788110818;;1775324110818;;;0;59;app_store;PH;f;product_yearly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:6e5e25e374177a32f179c7ac5d7546e0;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1744565710818;1744738510818;1.17.6;NG;iOS;Version 22.0;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1744565710818;1745170510818;;;1745170510818;;;0;0;app_store;NG;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:e631ecccea14a744119a69f005fca73c;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1752687310818;1753292110818;1.17.7;FR;android;Version 20.1;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1753292110818;1752687310818;1753292110818;1753292110818;;1784828110818;;;0;59;play_store;FR;f;product_yearly;;active;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:4f6b680a3140625fb6052ce04c95ca62;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1759858510818;1763058910818;1.17.3;GB;iOS;Version 20.1;5.39.0;en-GB;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1760463310818;1759858510818;1760463310818;1763058910818;1763058910818;1763058910818;;;1;18;app_store;GB;f;product_monthly;;cancelled;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:69d6cc46e8d3ab3bdcb3cb79b6e0ff2c;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1733078110818;1733942110818;1.17.7;RE;iOS;Version 17.4.1;5.36.0;en-US;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1733682910818;1733078110818;1733682910818;1733682910818;;1733682910818;;;0;59;app_store;CM;f;product_yearly;;cancelled;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:af86f8cba5790466c92f9db7570a75d7;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1749058510818;1749404110818;1.17.6;BE;android;Version 17.4.1;5.41.0;en-US;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1749317710818;;;1749317710818;;1780853710818;;;0;59;play_store;BE;f;product_yearly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:9576ab25042d67c9dbb9a3a84c3a0aa4;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1742668510818;1743356110818;1.17.3;CM;iOS;Version 17.4.1;5.39.0;en-GB;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1743273310818;1742668510818;1743273310818;1743273310818;;1774805710818;;;0;59;app_store;CM;f;product_yearly;;active;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:e980ba114bf9fa7e06fb685b782f1a79;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1765996510818;1766169310818;1.17.7;TH;android;Version 20.1;5.36.0;en-US;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1766082910818;;;1766082910818;;1768674910818;;;0;9;play_store;TH;f;product_monthly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:e19815d0d571677955107e6d9e468ef1;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1748885710818;1748885710818;1.17.6;PH;android;Version 22.0;5.41.0;fr-CA;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1748885710818;1749490510818;;;1749490510818;;;0;0;play_store;PH;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:6b0f9099dc69e0bc38c768ba3387a40a;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1741804510818;1742150110818;1.17.6;BE;android;Version 17.4.1;5.39.0;en-GB;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;;1741804510818;1742409310818;;;1742409310818;;;0;0;play_store;BE;f;product_yearly;;expired;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:f7f83bd2b7e4fdc1791eb1c28c3f6e83;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1755970510818;1756748110818;1.17.3;ZA;iOS;Version 20.1;5.41.0;en-US;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;1756575310818;1755970510818;1756575310818;1756575310818;;1788111310818;;;0;59;app_store;ZA;f;product_yearly;;active;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:4c24d4016d4fad2da4f3956bc7365a64;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1757180110818;1760549710818;1.17.3;CI;iOS;Version 22.0;5.41.0;en-US;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1757784910818;1757180110818;1757784910818;1760376910818;1760376910818;1760376910818;;;1;18;app_store;NG;f;product_monthly;;cancelled;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:55189076ba2689f02937350ee6d48136;USD
e7a79aa9;CompanyApp;app17b3eaa5d6;CompanyApp (Apple) (App Store);1763663710818;1764182110818;1.17.3;BE;iOS;Version 22.0;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;;1763663710818;1764268510818;;;1764268510818;;;0;0;app_store;BE;f;product_monthly;;expired;f;Free Trial (product_monthly);|free_trial;default;PURCHASED;$RCAnonymousID:8ff39b8a2b2f34d03bdd969b52835567;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1758735310818;1764614110818;1.17.6;BE;android;Version 22.0;5.41.0;fr-CA;;;;;;;;;;;;;;;f;;;product_monthly;FALSE;1759167310818;;;1764354910818;1764354910818;1766946910818;;;2;27;play_store;BE;f;product_monthly;;active;f;no_offer;;default;PURCHASED;$RCAnonymousID:3f8215d49c57339690691af1859f9d2f;USD
e7a79aa9;CompanyApp;app1aeda96dc5;CompanyApp google (Play Store);1762540510818;1763058910818;1.17.3;CI;android;Version 22.0;5.41.0;de-DE;;;;;;;;;;;;;;;f;;;product_yearly;FALSE;;1762540510818;1763145310818;;;1763145310818;;;0;0;play_store;CI;f;product_yearly;;expired;f;Free Trial (product_yearly);|free_trial;default;PURCHASED;$RCAnonymousID:234cce204d5ef4cf2081fd3a756ab294;USD
